IMPORTADOR,PROVEEDOR,DESPACHO,CONOCIMIENTO,FECHA,ITEM,POSICION ARANCELARIA,RUBRO,DESCRIPCION DE LA POSICION,MERCADERIA,DESTINACION,REGIMEN,ADUANA,MEDIO,PAIS ORIGEN,PAIS PROCEDENCIA,VALOR FOB U$S,VALOR FLETE U$S,VALOR SEGURO U$S,VALOR CIF U$S,CANTIDAD,UNIDAD MEDIDA,PRECIO UNITARIO,KGS BRUTO,KGS NETO,SUBITEM,DESCRIPCION SUBITEM,MARCA SUBITEM,CANTIDAD SUBITEM,PRECIO UNITARIO SUBITEM,FOB SUBITEM,DESPACHANTE,ESTADO,FACTURA,VALOR FACTURA,COTIZACION,CANAL,USO,IMPONIBLE U$S,IMPONIBLE GS,AJUSTE A INCLUIR,AJUSTE A DEDUCIR,ACUERDO,DERECHO,ISC,RENTA,IVA,TOTAL,VALOR FINAL,VALOR FINAL POR CANTIDAD
IMESE SA,FUJIFILM SONOSITE. INC,22DA000000129131,002323MT,2022-04-26,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS EN: (1) UNIDAD ECOGRAFO EDGE II,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ESTADOS UNIDOS DE AMERICA,ESTADOS UNIDOS DE AMERICA,"16917,00","147,71","169,17","17233,88","1,00",KILOGRAMO,"16917,00","10,00","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,3043625-42025200	 (DOLAR ESTADOUNIDENSE),"17179,50","6855,17",R,NUEVO,"17233,88","118141177,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","11916541,00","13014377,00","19132,36","19132,35619"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000136310,271180864733,2022-04-25,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,TRANSDUCTOR L6-12 PARA ECOGRAFO LOGIQ V5,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"2625,00","50,00","26,25","2701,25","1,00",UNIDAD,"2625,00","1,45","1,40",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,883507599 (DOLAR ESTADOUNIDENSE),"2625,00","6830,04",R,NUEVO,"2701,25","18449646,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1874680,00","2041915,00","3000,21","3000,210914"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000143044,4409565436,2022-05-13,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"TRANSDUCTORES, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"6483,75","50,00","64,84","6598,59","2,00",UNIDAD,"3241,88","3,08","2,00",1,TRANSDUCTOR ENDOCAVITARIO PARA VOLUSON E8,GE,"1,00","4488,75","4488,75",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,888740350 (DOLAR ESTADOUNIDENSE),"6483,75","6890,18",R,NUEVO,"6598,59","45465473,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","4589951,00","5000876,00","7324,39","3662,193792"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000143044,4409565436,2022-05-13,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"TRANSDUCTORES, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,,,,,"2,00",UNIDAD,,,,2,TRANSDUCTOR ENDOCAVITARIO PARA LOGIQ P9,GE,"1,00","1995,00","1995,00",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,888740350 (DOLAR ESTADOUNIDENSE),,,R,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000143815,2309091890,2022-05-09,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,TRANSDUCTOR M4S-RS PARA ECOGRAFO VIVID S6,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,JAPON,ESTADOS UNIDOS DE AMERICA,"4725,00","50,00","47,25","4822,25","1,00",UNIDAD,"4725,00","1,27","1,00",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,886618251 (DOLAR ESTADOUNIDENSE),"4725,00","6846,57",R,NUEVO,"4822,25","33015872,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","3338635,00","3637259,00","5353,50","5353,502729"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000144730,4409502473,2022-05-13,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,PLACA DE CONEXIÂ¿N DE TRANSDUCTOR PARA ECÂ¿GRAFO LOGIQ P5,IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,ESTADOS UNIDOS DE AMERICA,"1595,14","50,00","15,95","1661,09","1,00",UNIDAD,"1595,14","2,77","2,00",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,888738866 (DOLAR ESTADOUNIDENSE),"1595,14","6890,18",N,NUEVO,"1661,09","11445209,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1160579,00","1264228,00","1844,57","1844,57258"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000146609,272438843026,2022-05-09,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,PANEL DE CONTROL PARA ECOGRAFO VIVID I,IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ALEMANIA,ESTADOS UNIDOS DE AMERICA,"2331,91","50,00","23,32","2405,23","1,00",UNIDAD,"2331,91","1,95","1,50",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,887408403 (DOLAR ESTADOUNIDENSE),"2331,91","6846,57",R,NUEVO,"2405,23","16467576,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1665261,00","1814209,00","2670,21","2670,210713"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000150518,8333353464,2022-05-09,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,TARJETA INTERFACE DE RADIO FRECUENCIA PARA ECOGRAFO VIVID E8,IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,AUSTRIA,ESTADOS UNIDOS DE AMERICA,"1797,43","50,00","17,97","1865,40","1,00",UNIDAD,"1797,43","2,00","1,50",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,887657390 (DOLAR ESTADOUNIDENSE),"1797,43","6846,57",V,NUEVO,"1865,40","12771592,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1293815,00","1409426,00","2071,26","2071,2587"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"BISTOS CO, LTD.",22DA000000156725,4745092962,2022-06-17,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,6 UNID. BT 200C COLOR FETAL DOPPLER,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"300,00","50,16","3,00","353,16","6,00",UNIDAD,"50,00","3,50","3,50",,,,,,,DELVALLE MARCIAL,CANC,BT22-0608-0626 (DOLAR ESTADOUNIDENSE),"3560,00","6864,14",V,NUEVO,"353,16","2424140,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","245652,00","267599,00","392,15","65,35751219"
EDUARDO ELIZECHE BENITEZ S.A.C.,SIEMENS HELATHCARE GMBH,22DA000000159702,AMS00000098,2022-06-02,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"ECÂ¿GRAFOS CON ANÂ¿LISIS ESPECTRAL DOPPLER, EN: 2 UNIDADES  DE ECOGRAFOS REDWOOD, CO SUS PARTES Y ACCESORIOS.",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,ALEMANIA,"78960,00","5412,21","197,40","84569,61","2,00",UNIDAD,"39480,00","260,00","216,00",,,,,,,ROIG BUSTO CARLOS ATILIO,CANC,584K0135994353 (DOLAR ESTADOUNIDENSE),"78960,00","6854,53",N,NUEVO,"84569,61","579684929,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","58280339,00","63524373,00","93837,11","46918,55618"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000162145,6477287784,2022-05-27,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,PLACA DE CONEXION DE TRANSDUCTOR PARA ECOGRAFO VIVID S70,IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,RUMANIA,FRANCIA,"1541,52","100,00","15,42","1656,94","1,00",UNIDAD,"1541,52","4,30","3,80",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,889492558 (DOLAR ESTADOUNIDENSE),"1541,52","6869,35",R,NUEVO,"1656,94","11382101,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1154205,00","1257284,00","1839,97","1839,968089"
IMESE SA,ESAOTE S.P.A,22DA000000179097,30303910,2022-07-08,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS ECOGRAFOS DE USO CLINICO EN: (4) UNIDADES ECOGRAFOS ESAOTE MODELOS  MYLAB OMEGA,MYLABX8 EXP EN DETALLE SUB ITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"118657,41","5525,17","1198,55","125381,13","4,00",UNIDAD,"29664,35","372,00","360,00",1,ECÂ¿GRAFO MYLAB OMEGA,ESAOTE,"1,00","25187,11","25187,11",CUBILLA RUIZ ROQUE MARTIN,CANC,2202402625 (MONEDA COMUN EUROPEA),"124924,67","6869,42",V,NUEVO,"125381,14","861295690,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","86612041,00","94416905,00","139125,66","34781,41589"
IMESE SA,ESAOTE S.P.A,22DA000000179097,30303910,2022-07-08,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS ECOGRAFOS DE USO CLINICO EN: (4) UNIDADES ECOGRAFOS ESAOTE MODELOS  MYLAB OMEGA,MYLABX8 EXP EN DETALLE SUB ITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,,,,,"4,00",UNIDAD,,,,2,MYLABX8 EXP,ESAOTE,"3,00","31156,77","93470,31",CUBILLA RUIZ ROQUE MARTIN,CANC,2202402625 (MONEDA COMUN EUROPEA),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD,LLC",22DA000000179288,SHA7927009,2022-07-08,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,ECOGRAFO VERSANA ACTIVE CON SUS ACCESORIOS DETALLADO EN SUBITEM,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"62144,00","9806,00","50,00","72000,00","4,00",UNIDAD,"15536,00","319,00","297,00",1,ECOGRAFO VERSANA ACTIVE CON SUS ACCESORIOS,GE,"2,00","17536,00","35072,00",TALAVERA FLORENTIN JOSE DANIEL,CANC,894219367 (DOLAR ESTADOUNIDENSE),"72000,00","6862,77",R,NUEVO,"72000,00","494119440,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","49681033,00","54153283,00","79890,88","19972,71958"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD,LLC",22DA000000179288,SHA7927009,2022-07-08,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,ECOGRAFO VERSANA ACTIVE CON SUS ACCESORIOS DETALLADO EN SUBITEM,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,,,,,"4,00",UNIDAD,,,,2,ECOGRAFO VERSANA ACTIVE CON SUS ACCESORIOS.,GE,"2,00","13536,00","27072,00",TALAVERA FLORENTIN JOSE DANIEL,CANC,894219367 (DOLAR ESTADOUNIDENSE),,,R,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECNOLOGY (SUZHOU) CO., LTD.",22DA000000185656,1ZA552V70464219507,2022-06-22,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,1 UNIDAD DE PORTABLE VINNO 6 COLOR ULTRASONIC SYSTEM (INCLUDING PROBE X6-16L S1 -6P X4-9E),IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"13930,00","991,46","19,83","14941,29","1,00",UNIDAD,"13930,00","17,00","7,50",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022052301 (DOLAR ESTADOUNIDENSE),"15070,00","6881,30",V,NUEVO,"14941,29","102815499,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","10353425,00","11281639,00","16580,75","16580,75333"
JACK FACK SRL,CANON MEDICAL SYSTEMS CORPORATION,22DA000000186940,9103949632,2022-06-21,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,PVU-781VT TRANSDUCTOR ENDOCAVITARIO DE ULTRASONIDO,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,JAPON,JAPON,"3000,00","100,00","30,00","3130,00","1,00",UNIDAD,"3000,00","2,10","1,00",,,,,,,GONZALEZ GALEANO RAFAEL,CANC,15GOPOL (DOLAR ESTADOUNIDENSE),"3000,00","6871,78",V,NUEVO,"3130,00","21508671,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","2182237,00","2377069,00","3475,92","3475,917506"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000187594,203.027308,2022-06-20,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS EN 6 SETS DE DP-10 PORTABLE DIAGNOSTIC ULTRASOUND SYSTEMS  1153B-CTO-S01,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"13107,18","1340,46","108,03","14555,67","6,00",UNIDAD,"2184,53","12,72","10,62",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30269470 (DOLAR ESTADOUNIDENSE),"153324,91","6860,11",V,NUEVO,"14555,67","99853497,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","10039749,00","10943532,00","16150,91","2691,818579"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000187594,203.027308,2022-06-20,2,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS EN 1 SET DE 2142B-CTO-S01 RESONA I9 DIAGNOSTIC ULTRASOUND SYSTEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"48768,00","4987,47","401,96","54157,43","1,00",UNIDAD,"48768,00","165,00","131,00",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30269470 (DOLAR ESTADOUNIDENSE),"153324,91","6860,11",V,NUEVO,"54157,43","371525927,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","37354995,00","40717710,00","60092,86","60092,86106"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000187594,203.027308,2022-06-20,3,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS EN 2 SETS DE 2167B-CTO-S01 DC-30 DIAGNOSTIC ULTRASOUND SYSTEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"25940,26","2652,89","213,81","28806,96","2,00",UNIDAD,"12970,13","85,00","58,00",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30269470 (DOLAR ESTADOUNIDENSE),"153324,91","6860,11",V,NUEVO,"28806,96","197618914,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","19869552,00","21658219,00","31964,08","15982,04208"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000187594,203.027308,2022-06-20,4,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS EN 1 SET DE 2146B-CTO-S01 MX7  PORTABLE DIAGNOSTIC ULTRASOUND SYSTEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"16896,16","1727,96","139,26","18763,38","1,00",UNIDAD,"16896,16","20,78","7,38",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30269470 (DOLAR ESTADOUNIDENSE),"153324,91","6860,11",V,NUEVO,"18763,38","128718851,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","12942009,00","14107054,00","20819,77","20819,76889"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000187594,203.027308,2022-06-20,5,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS EN 2 SETS DE 1117B-CTO-S01 Z50 DIAGNOSTIC ULTRASOUND SYSTEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"9199,30","940,81","75,82","10215,93","2,00",UNIDAD,"4599,65","15,80","13,70",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30269470 (DOLAR ESTADOUNIDENSE),"153324,91","6860,11",V,NUEVO,"10215,93","70082404,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","7046420,00","7680742,00","11335,55","5667,776869"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000187594,203.027308,2022-06-20,6,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS EN 1 SET DE 2145B-CTO-S01 DC-70 DIAGNOSTIC ULTRASOUND SYSTEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,ESTADOS UNIDOS DE AMERICA,"21406,00","2189,18","176,44","23771,62","1,00",UNIDAD,"21406,00","135,00","94,92",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30269470 (DOLAR ESTADOUNIDENSE),"153324,91","6860,11",V,NUEVO,"23771,62","163075928,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","16396434,00","17872449,00","26376,89","26376,89149"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000200002,4431721258,2022-08-02,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"ECOGRAFOS, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"82000,00","7180,92","908,00","90088,92","2,00",UNIDAD,"41000,00","257,00","200,00",1,ECOGRAFO; EQUIPO VOLUSON S8T CON SUS ACCESORIOS,GE,"1,00","38000,00","38000,00",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,901250099 (DOLAR ESTADOUNIDENSE),"87908,00","6872,98",R,NUEVO,"90088,92","619179345,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","62280002,00","67901430,00","99968,39","49984,1972"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000200002,4431721258,2022-08-02,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"ECOGRAFOS, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,,,,,"2,00",UNIDAD,,,,2,ECOGRAFO; EQUIPO VOLUSON S10 CON SUS ACCESORIOS,GE,"1,00","44000,00","44000,00",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,901250099 (DOLAR ESTADOUNIDENSE),,,R,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
JACK FACK SRL,CANON MEDICAL SYSTEMS CORPORATION,22DA000000213690,7311529853,2022-07-27,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO TUS-VC100 CON SUS ACCESORIOS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,JAPON,JAPON,"19900,00","840,00","199,00","20939,00","1,00",UNIDAD,"19900,00","62,50","40,00",,,,,,,GONZALEZ GALEANO RAFAEL,CANC,15G0P3V (DOLAR ESTADOUNIDENSE),"19900,00","6888,19",V,NUEVO,"20939,00","144231810,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","14515962,00","15817759,00","23235,36","23235,35928"
IMESE SA,ESAOTE S.P.A,22DA000000216042,5272354544,2022-08-05,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD PLACA PARA ECÂ¿GRAFO MYLAB X8 EXP,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"2532,57","306,78","25,56","2864,91","1,00",UNIDAD,"2532,57","3,24","1,50",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403172 (MONEDA COMUN EUROPEA),"2801,60","6862,59",V,NUEVO,"2864,91","19660732,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1996491,00","2174655,00","3181,80","3181,795462"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD ECOGRAFO HS40,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"9543,48","1344,40","96,40","10984,28","1,00",UNIDAD,"9543,48","94,00","85,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"10984,28","75661808,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","7622936,00","8318542,00","12191,93","12191,93281"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD TRANSDUCTOR CONVEXO CA 2 - 8AD,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"1739,13","244,99","17,57","2001,69","1,00",UNIDAD,"1739,13","2,00","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"2001,69","13788021,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1389145,00","1515907,00","2221,76","2221,763343"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,3,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD TRANSDUCTOR ENDOCAVITARIO EVN 4-9,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"1130,43","159,25","11,42","1301,10","1,00",UNIDAD,"1130,43","2,00","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"1301,10","8962224,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","902945,00","985340,00","1444,15","1444,147738"
